HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
0,0,1163376000,'Makes everything better','Christmas Eve tea which does not actually contain tea is not just for Christmas Eve Although if you are frazzled it does releave the stress Christmas Eve isgoodany time I do not know anyone who doesnt like it and have often given it as gifts It is especially nice in the winter when mint teas are a little too brisk and do not produce the same level of cozy comfort as Christmas Eve which is a soothing combination of spices and mint It is almost as comforting as a cup of warm milk but without the calories',5
0,0,1279411200,'Great fat free and spicy','Riba foods based in Houston Texas makes this awesome black bean dip It is pretty much all natural and without the lard that regular refried bean dip has in it I am not sure why in Dallas TX its so hard to find  maybe because Riba has SO Manygoodflavors??? I make the traditional 7layer dip with this instead of the refried beans and am thinking about creating a breakfast quesadilla with this and some verde sauce Try it its not too too spicy but is very good',5
0,0,1319155200,'Not exactly as described','I was expecting to receive only Starburst When I received this it was half Skittles which I did not want or need  I needed only Starburst  Next time I will just go to the store',3
0,0,1335052800,'Nicely packaged for a serving','Walkers Highlanders are my favorite purchased cookie so it was great to find them prepackaged into 2 biscuits Keeps them fresh longer and limits my snacking',5
3,5,1284163200,'cookies were in crumbles','My cookies were in such tiny broken pieces they were useless Upon complaint a second mailing arrived several weeks later The cookies were again in crumbs The cookies were packed in  a box with a pitiful single air bubble I gave this feedback and expected some effort to improve on the packing But no same packaging same useless cookies  Having enjoyed these Highlanders in the past it was both a disappointment and a big waste of money',1
1,2,1306108800,'WONDERFUL COOKIES','COULDNT FIND THESE ANYWHERE BUT ON LINE  IT WAS WORTH THE WAIT BECAUSE THEY ARE TRULLY GREAT TASTING COOKIES',5
3,3,1245715200,'Worth the cost due to the unique flavor  my favorite sugar','Yes these cubes are expensive  in fact I almost gave them four stars for the expense  Regardless these sugar cubes are my favorite sugar product  Ive tried every brown sugar and cane sugar product you can find on Amazon and in your grocery store and none of them compare to the rich sweet unique flavor of the brown sugar cubes by La Perruche  Because Ive tried so many brown sugar products I believe the difference is the terroir or the ground/land where this sugar is grown  La Perruche sugar cubes are made from African grown sugar  more specifically sugar grown in Swaziland and/or the Congo  Also the cubes are denser than many sugar cubes  I dont know from a scientific perspective how this is accomplished but the cubes are not regularly sized but are large and irregularly shaped and heavier/sturdier than cut cubes by other producers  The flavor is a rich distinct and more molassesy flavor than other brown sugar cubes and is somewhat darker as well  I wish I could describe the flavor better but it has been several months since I was able to find a somewhat affordable supply  BTW now that this product is being sold with free shipping via Amazon Prime I just purchased several boxes  it is a much better deal as of the date of this review than it was a few months ago  Recommended',5
0,0,1347840000,'Best Brown Sugar Cubes','We love these sugar cubes in the office  They arent your grandmothers sugar cube  They have a rugged appearance can sugar cubes be considered rugged  And we combine them with the white sugar cubes from La Perruche',5
0,0,1347580800,'Perfect for Espresso','Love this for espressosthe raw sugar cube is not as sweet as the refined sugars and more rich in flavor',4
0,0,1294876800,'Too pricey','Its agoodidea to have raw sugar type cubes but this was 3x the cost of granulated raw sugar',3
1,1,1342656000,'Superior product GMO Free','Due to my husbands and sons inability to eat gluten cornstarch is used very frequently in many gluten free recipes  I am very concerned with the prolific use of GMOs in corn especially and my familys increased consumption of it  I wanted to find an affordable GMO free cornstarch product to use in all my baking  Rumford Natural Cornstarch is the one  Ive been using it for months now with great successand satisfaction',5
5,11,1329955200,'THIS IS NOT THE PRODUCT THAT I RECEIVED THE ACTUAL PRODUCT MAY CARRY HEALTH RISKS FOR SOME COMSUMERS','I purchased this product because of its name Rumford NATURALS Corn Starch the word Naturals appears large and clear on the pictured product label Also the Amazon description said it was made from NonGenetically Modified Corn The label on the product that I ACTUALLY received does NOT say Rumford NATURALS but it is still MADE WITH NonGenetically Modified Corn I say made with because this product now contains more than ONE ingredient Its ingredients are  Cornstarch Calcium Sulfate* and ONE of the suggested servings 1 Tblsp contains 15  of the Daily Value of CALCIUM That makes this product potentially agoodsource for dietary calcium supplementation ON THE OTHER HAND for persons who must restrict their calcium intake example some persons with kidney stones it can pose a potential problem even danger Amazon provides themselves with a nice out for this They list the following  Legal Disclaimer  Actual product packaging and materials may contain more and different information than what is shown on our website We recommend that you do not rely solely on the information presented and that you always read labels warnings and directions before using or consuming a product BUT IT IS NOT FAIR FOR AMAZON TO NOT AT LEAST LIST THE CORRECT INGREDIENTS AND PHOTO OF THE PACKAGE SO THAT YOU DO NOT HAVE TO ORDER THE PRODUCT IN ORDER TO READ LABELs AND FIND OUT WHAT YOU HAVE PURCHASED  I WILL NOT BUY THIS PRODUCT AGAIN <br  * because I dont need extra calcium<br  * because I dont believe that the Calcium Sulfate was added out of interest in the consumers health<br   but to make the product cheaper to produce so it can be priced competitively with other brands<br   and still be touted as having been made from/with NonGenetically Modified Corn<br  and just on principal because I cant afford to throw it away and did not want the hassle of returning it  I am very very displeased with Amazons incorrect listing of the product which was brought to their attention when I purchased it in February 2012 and so far nothing has been done  *Although Calcium Sulfate is considered a safe food additive it is basically the same thing as Plaster of Paris AND if you use too much of this product basically the same amount as I had previous used of pure CORN STARCH the very stiff sediment in the bottom of the cooking container I make pudding in Pyrex in a microwave and usually stir it only every 30 seconds will remind you of damp plaster',1
